1,8/6/2015,Developer joke mug - inheritance is the OO way to become wealthy (Black),8,104
1,8/6/2015,Shipping carton (Brown) 356x229x229mm,250,285
1,8/11/2015,20 mm Double sided bubble wrap 20m,40,"1,320.00"
1,8/11/2015,RC vintage American toy coupe with remote control (Red) 1/50 scale,9,270
1,8/11/2015,Small sized bubblewrap roll 10m,30,135
1,8/11/2015,USB food flash drive - chocolate bar,6,192
1,9/9/2015,DBA joke mug - SELECT caffeine FROM mug (White),4,52
1,9/9/2015,Developer joke mug - this code was generated by a tool (Black),7,91
1,9/9/2015,USB food flash drive - chocolate bar,9,288
1,9/9/2015,USB food flash drive - fortune cookie,1,32
1,9/9/2015,USB food flash drive - shrimp cocktail,9,288
1,9/18/2015,The Gu red shirt XML tag t-shirt (Black) XS,96,"1,728.00"
1,9/18/2015,10 mm Anti static bubble wrap (Blue) 20m,30,"1,260.00"
1,9/18/2015,20 mm Anti static bubble wrap (Blue) 20m,100,"4,500.00"
1,9/18/2015,Halloween zombie mask (Light Brown) L,120,"2,160.00"
1,9/18/2015,Shipping carton (Brown) 356x229x229mm,25,28.5
1,10/8/2015,The Gu red shirt XML tag t-shirt (White) 4XL,84,"1,512.00"
1,10/8/2015,Air cushion film 200mmx100mm 325m,9,783
1,10/8/2015,Animal with big feet slippers (Brown) S,8,256
1,10/8/2015,Clear packaging tape 48mmx75m,156,452.4
1,10/8/2015,Developer joke mug - fun was unexpected at this time (White),5,65
1,10/8/2015,Ride on toy sedan car (Red) 1/12 scale,5,"1,150.00"
1,10/8/2015,Void fill 100 L bag (White) 100L,20,250
1,10/12/2015,The Gu red shirt XML tag t-shirt (Black) M,60,"1,080.00"
1,10/12/2015,Animal with big feet slippers (Brown) L,1,32
1,10/12/2015,Black and orange glass with care despatch tape  48mmx100m,240,984
1,10/12/2015,Black and orange glass with care despatch tape 48mmx75m,168,621.6
1,10/20/2015,The Gu red shirt XML tag t-shirt (Black) 6XL,120,"2,160.00"
1,10/20/2015,10 mm Double sided bubble wrap 50m,40,"4,200.00"
1,10/20/2015,20 mm Anti static bubble wrap (Blue) 50m,70,"7,140.00"
1,10/20/2015,Air cushion film 200mmx100mm 325m,2,174
1,10/20/2015,Black and orange glass with care despatch tape  48mmx100m,216,885.6
1,10/20/2015,USB food flash drive - donut,10,320
1,11/4/2015,DBA joke mug - mind if I join you? (Black),2,26
1,11/4/2015,Ogre battery-powered slippers (Green) L,7,224
1,11/4/2015,Plush shark slippers (Gray) XL,5,160
1,11/4/2015,USB food flash drive - cookie,1,32
1,11/4/2015,USB food flash drive - hot dog,5,160
1,11/23/2015,The Gu red shirt XML tag t-shirt (Black) M,36,648
1,11/23/2015,The Gu red shirt XML tag t-shirt (White) M,96,"1,728.00"
1,11/23/2015,DBA joke mug - it depends (White),5,65
1,11/23/2015,Shipping carton (Brown) 457x279x279mm,200,256
1,12/1/2015,Black and orange handle with care despatch tape  48mmx75m,48,177.6
1,12/1/2015,"Developer joke mug - (hip, hip, array) (White)",1,13
1,12/1/2015,Developer joke mug - fun was unexpected at this time (Black),4,52
1,12/1/2015,Superhero action jacket (Blue) XXL,2,60
1,1/18/2016,Dinosaur battery-powered slippers (Green) M,5,160
1,1/18/2016,Dinosaur battery-powered slippers (Green) XL,7,224
1,1/18/2016,Ogre battery-powered slippers (Green) XL,9,288
1,1/18/2016,Permanent marker red 5mm nib (Red) 5mm,84,226.8
1,1/18/2016,Superhero action jacket (Blue) XXS,3,75
1,1/25/2016,The Gu red shirt XML tag t-shirt (White) 7XL,36,648
1,1/25/2016,10 mm Anti static bubble wrap (Blue) 20m,50,"2,100.00"
1,1/26/2016,Developer joke mug - that's a hardware problem (White),1,13
1,1/26/2016,Office cube periscope (Black),40,740
1,1/26/2016,Packing knife with metal insert blade (Yellow) 9mm,35,66.15
1,1/26/2016,Shipping carton (Brown) 500x310x310mm,125,318.75
1,2/5/2016,Alien officer hoodie (Black) 3XL,2,70
1,2/5/2016,Alien officer hoodie (Black) XXL,6,210
1,2/5/2016,Plush shark slippers (Gray) S,1,32
1,2/5/2016,RC toy sedan car with remote control (Blue) 1/50 scale,10,250
1,2/6/2016,20 mm Double sided bubble wrap 20m,20,660
1,2/6/2016,DBA joke mug - it depends (White),1,13
1,2/6/2016,DBA joke mug - SELECT caffeine FROM mug (White),6,78
1,2/6/2016,Developer joke mug - a foo walks into a bar (White),5,65
1,2/6/2016,Halloween skull mask (Gray) L,108,"1,944.00"
1,4/26/2016,Furry animal socks (Pink) S,84,420
1,4/26/2016,White chocolate snow balls 250g,48,410.4
1,4/28/2016,RC big wheel monster truck with remote control (Black) 1/50 scale,9,405
1,4/28/2016,Superhero action jacket (Blue) XL,7,210
1,5/27/2016,10 mm Double sided bubble wrap 20m,20,600
1,5/27/2016,Tape dispenser (Black),50,"1,600.00"
